video_id,timestamp
lEIrj2QInn0,"['0:00:05.972', '00:00:55.591']"
rVgijBU0p_U,"['0:00:37.504', '00:01:27.123']"
vtP15crAqAM,"['0:00:58.391', '00:01:08.390']"
mrIygca6qDQ,"['0:12:16.900', '00:12:42.899']"
psTYBntrPB8,"['0:03:05.852', '00:03:17.852']"
oLBEx0c-xIU,"['0:02:43.633', '00:03:17.633']"
lEm0Fk7LIMM,"['0:03:48.728', '00:04:00.728']"
oLBwibYSzEk,"['1:31:12.100', '01:31:24.070']"
ptCDajkzUcY,"['0:02:08.378', '00:02:57.997']"
vthadVm21eQ,"['0:04:09.182', '00:04:25.801']"
xCW9XoETXcU,"['0:06:07.200', '00:06:41.129']"
lG9-6l3nDYA,"['0:03:36.049', '00:03:47.748']"
rWnmtRHlFKI,"['0:38:38.480', '00:38:55.440']"
msMn_g9wC7g,"['0:03:51.664', '00:04:07.663']"
uMecY2zTfog,"['0:04:28.000', '00:05:15.970']"
ptF6lxJ9guI,"['0:04:08.648', '00:04:21.057']"
vtnG-UCa_Us,"['0:00:29.796', '00:00:43.795']"
msi6p_WUn4U,"['0:00:06.000', '00:00:53.920']"
xDOTezQddY0,"['0:10:44.176', '00:11:29.246']"
lGQr-m9fDfk,"['0:00:01.500', '00:00:13.470']"
yfsh4y2AOlg,"['0:01:05.398', '00:01:23.397']"
rX48cfI6QT0,"['0:00:59.659', '00:01:40.728']"
oLp5b73fnfo,"['0:00:31.640', '00:00:47.640']"
ss64yYpVWx4,"['0:00:11.000', '00:00:58.960']"
pu1QsUgTTVA,"['0:06:40.233', '00:07:05.023']"
xDYr9q7l91g,"['0:02:59.933', '00:03:13.932']"
mtLhXC3aUkI,"['0:07:13.320', '00:07:25.000']"
lGf8sY2cLfE,"['0:08:31.740', '00:08:41.740']"
ygm2g6vL5_Q,"['0:12:01.287', '00:12:17.076']"
rYi2NnguP3s,"['0:01:39.233', '00:02:27.203']"
xF_p_1rNbPk,"['0:00:06.000', '00:00:53.969']"
pusR7C9FENs,"['0:02:30.360', '00:02:40.360']"
uO4HL-6hWgc,"['0:00:37.504', '00:01:03.503']"
ygsIx9Die4w,"['0:06:26.000', '00:07:13.959']"
vuEuzWG6kvI,"['0:00:39.205', '00:01:27.204']"
rYr05h75S2M,"['0:00:20.240', '00:00:43.560']"
staMuhkAW04,"['0:00:21.421', '00:01:09.420']"
xGHGPOxGtPQ,"['0:00:01.901', '00:00:17.760']"
yh86CmfsBJk,"['0:00:12.500', '00:00:32.469']"
rZE0FgDfaMk,"['0:03:49.791', '00:03:59.790']"
lHMUJLsZnIE,"['0:00:44.280', '00:00:56.280']"
mtlcdgjDcoM,"['0:01:39.620', '00:01:55.620']"
uOUzQYqba4Y,"['0:01:34.594', '00:01:58.593']"
mtntb2nfh9Q,"['0:16:44.603', '00:16:56.052']"
oMtpZJzbcLg,"['0:11:43.953', '00:12:27.952']"
rZM9i_wpibg,"['0:07:14.267', '00:07:29.296']"
vuGcgLUNQyQ,"['0:02:42.960', '00:03:06.040']"
yhRKSYLyII0,"['0:00:08.975', '00:00:56.975']"
lJP_y97ffI0,"['0:00:30.830', '00:00:46.000']"
vuiFQNbLaoc,"['0:00:11.266', '00:00:21.265']"
uPbzhxYTioM,"['0:03:26.439', '00:03:49.269']"
xGQSKtUatOk,"['0:00:19.152', '00:00:37.152']"
r_NwlkW1BXw,"['0:01:57.350', '00:02:09.349']"
svEB0eTe5Cg,"['0:02:01.888', '00:02:33.888']"
puydLPjaYpo,"['0:00:05.839', '00:00:54.359']"
lL4wz3deYLc,"['0:07:13.166', '00:07:31.165']"
swqXkfgWJiI,"['0:02:21.520', '00:02:39.120']"
oN-OIqCoExs,"['0:09:15.922', '00:09:25.922']"
uPmQPj4vu68,"['0:07:23.443', '00:08:12.783']"
sxKHX_A-xsw,"['0:03:23.733', '00:04:11.703']"
vvoWViR7Dgk,"['0:10:12.979', '00:10:26.979']"
lMpYseUkPkg,"['0:04:47.720', '00:04:58.120']"
oNIA37fv0gw,"['0:00:31.131', '00:00:55.790']"
uQkMPP3BjkM,"['0:00:11.366', '00:00:27.736']"
r_eW0lWlo2c,"['0:00:20.353', '00:00:41.093']"
mx1ScqwVu04,"['0:23:40.335', '00:24:28.335']"
sxNs6Jq1YiU,"['0:13:09.622', '00:13:23.621']"
xGUgdNa3E4o,"['0:02:19.606', '00:03:07.605']"
raiAC0R5y0w,"['0:08:06.050', '00:08:18.879']"
pvC01zD6EfM,"['0:01:05.133', '00:01:28.432']"
uQtasL9cP-k,"['0:05:13.120', '00:05:23.120']"
sxXELwB8VIw,"['0:00:05.520', '00:00:17.240']"
lMtVcEnpS9A,"['0:06:05.131', '00:06:21.130']"
oNutIf2qIsc,"['0:00:39.120', '00:00:53.199']"
vwcWVntSLfU,"['0:00:15.266', '00:01:03.235']"
xGn2TzoDX4I,"['0:01:38.400', '00:01:48.400']"
vxI7PTVRfhQ,"['0:01:22.682', '00:01:35.061']"
sy72DGDb45E,"['0:04:29.435', '00:04:47.435']"
lN64Lw_ivuE,"['0:00:30.947', '00:00:50.947']"
oOJqy2INv-c,"['0:01:26.208', '00:01:40.207']"
rb8hVmdb8G0,"['0:05:55.455', '00:06:11.454']"
uTHvbFxlvko,"['0:00:02.469', '00:00:23.059']"
mxj6oxYAyOQ,"['0:09:18.960', '00:09:52.960']"
yi20S9KZk6U,"['0:08:13.533', '00:09:01.503']"
xHA2oMWM2Ag,"['0:07:32.885', '00:07:49.474']"
vxyQJCMLCsI,"['0:01:46.147', '00:01:57.276']"
sz0QP5VTUqE,"['0:00:11.000', '00:00:58.960']"
lNdEI-fDq10,"['0:09:44.333', '00:09:56.332']"
rbFiaV62ns0,"['0:04:49.155', '00:05:38.774']"
pxFYacJXG8I,"['0:01:59.319', '00:02:47.319']"
pxQnhztN8kQ,"['0:00:44.766', '00:01:10.936']"
myQadYWYbFQ,"['0:06:51.940', '00:07:36.620']"
rccF15BQ9SY,"['0:00:01.401', '00:00:11.400']"
uU5Bh8Mv4GI,"['0:03:19.732', '00:03:40.352']"
rd9u4P2y0p8,"['0:02:14.600', '00:02:28.319']"
xJlpAcfFVYk,"['0:05:58.833', '00:06:18.802']"
yj4nXXCI5AM,"['0:02:57.577', '00:03:41.576']"
oOop5qYniJw,"['0:09:43.916', '00:10:05.915']"
szQxj2pa4m8,"['0:05:04.240', '00:05:16.240']"
my_IV5M4IjY,"['0:00:25.725', '00:00:42.174']"
sz_FP4zyAfM,"['0:00:15.915', '00:01:05.534']"
uU6Fd-oIKOU,"['0:06:40.300', '00:06:52.300']"
vzLbQ3Y03rc,"['0:23:42.680', '00:24:26.680']"
uUOq3Dz6a6U,"['0:14:29.134', '00:14:39.824']"
lOKEEH-D0Fk,"['0:00:48.720', '00:01:14.719']"
reBGLdEJF5A,"['0:00:15.433', '00:00:38.203']"
yjlRw_mOWIc,"['0:12:36.708', '00:12:49.668']"
oQ8k5OoTkEw,"['0:00:03.750', '00:00:33.960']"
szjBfbeY0K8,"['0:06:14.207', '00:06:40.206']"
xMYENVnOJUQ,"['0:00:15.448', '00:00:34.787']"
t-Gb3FiN4tQ,"['0:01:25.400', '00:01:41.320']"
uUoTeob18QY,"['0:05:06.600', '00:05:27.080']"
lOaoPQYgGDI,"['0:01:29.022', '00:01:42.781']"
renS0fTa5uY,"['0:00:32.832', '00:00:54.352']"
t-Ue5yMrPOs,"['0:02:18.805', '00:02:36.085']"
mypnzPBy1-Y,"['0:00:55.400', '00:01:13.400']"
xNaDofEoGg8,"['0:03:29.876', '00:03:42.355']"
yjprpOoH5c8,"['0:00:22.000', '00:00:37.969']"
pxVLiFq54lc,"['0:02:05.191', '00:02:53.191']"
myqNvh1ePys,"['0:01:05.732', '00:01:17.731']"
xPXifzNHyYU,"['0:05:33.200', '00:05:45.149']"
t03WxYI_DmI,"['0:00:05.105', '00:00:17.105']"
ykd93bk8Dzs,"['0:03:17.733', '00:03:39.403']"
oQM1Ca51gsk,"['0:00:20.153', '00:00:32.152']"
w0TRDrvM7go,"['0:02:05.433', '00:02:53.402']"
oQhIqirbhE8,"['0:03:08.154', '00:03:19.493']"
ylg53EDaLUg,"['0:00:05.138', '00:00:47.797']"
uWSbCztYD7U,"['0:00:05.972', '00:00:53.972']"
lOgTCrbH7CM,"['0:01:33.827', '00:01:51.826']"
rfHm9K2Rxv8,"['0:07:33.880', '00:07:54.399']"
pxePx-x9kO0,"['0:00:25.480', '00:01:09.480']"
ylknLJ1Mx_U,"['0:06:25.051', '00:06:39.980']"
xQUAJ6yrSxI,"['0:08:31.400', '00:08:45.959']"
oRaIpLYZOyM,"['0:02:45.431', '00:03:00.360']"
uXAZI1VAw8E,"['0:05:41.200', '00:06:21.159']"
t0BNRjcKIYU,"['0:12:16.720', '00:12:36.720']"
rfSKLpYMcwU,"['0:08:07.133', '00:08:51.102']"
pxnO--HHMQw,"['0:10:31.880', '00:10:47.000']"
ylpAY93ZCME,"['0:04:55.545', '00:05:08.375']"
lPCnUCvh-pg,"['0:11:42.800', '00:11:56.629']"
uXRthMkvVEQ,"['0:00:01.933', '00:00:15.932']"
pxu6N6XhyC8,"['0:02:27.100', '00:03:14.699']"
w0YWrltlh_k,"['0:04:32.472', '00:05:10.371']"
mzglj7s3IdY,"['0:05:17.766', '00:06:05.735']"
xU8rMcMJKKM,"['0:01:07.066', '00:01:53.066']"
t0C8KQ7UlLk,"['0:01:32.478', '00:01:52.478']"
uXUZCxzQnRU,"['0:01:37.097', '00:01:48.617']"
ym_RlYBxINA,"['0:05:19.085', '00:05:31.084']"
xUlFnI4MK08,"['0:00:37.053', '00:00:54.332']"
lQHCnKp6qyU,"['0:03:20.066', '00:04:07.996']"
oS0dlkMtwic,"['0:00:03.536', '00:00:31.536']"
pySKw1qzGXY,"['0:05:57.440', '00:06:43.439']"
rfscVS0vtbw,"['3:36:37.966', '03:37:21.695']"
w1WYg-gKtWQ,"['0:01:22.532', '00:01:42.531']"
oScOqr_DgwQ,"['0:06:55.560', '00:07:06.759']"
uXXkskcQFWo,"['0:00:05.972', '00:00:55.591']"
oWOwLwMc0rc,"['0:02:46.958', '00:02:57.478']"
mzl80r-r7H8,"['0:00:20.133', '00:00:46.132']"
w1lec-a_40Y,"['0:12:47.767', '00:12:59.767']"
uXfx0yN4bGM,"['0:08:18.364', '00:08:34.813']"
ymmgNyLyaCk,"['0:03:35.014', '00:03:47.014']"
xVKTOX3vMKM,"['0:00:06.548', '00:00:52.938']"
w2itwFJCgFQ,"['0:00:59.080', '00:01:09.079']"
pyT8wYmHAfM,"['0:06:40.400', '00:07:30.019']"
t0eyTyXXiTw,"['0:00:20.887', '00:01:10.507']"
q0FmgVk2Bp0,"['0:00:02.869', '00:00:16.009']"
uXulReLqFZY,"['0:00:31.800', '00:00:47.770']"
oWPtWVD9Q9g,"['0:07:50.570', '00:08:03.540']"
n-JVN0bMI6U,"['0:00:02.280', '00:00:20.720']"
rhWMlLYz-18,"['0:01:14.074', '00:01:24.623']"
t3P6VMdD1sM,"['0:00:08.508', '00:00:22.507']"
uZUZPGsZUSE,"['0:02:12.500', '00:02:36.469']"
xVWSdfecKNM,"['0:02:56.809', '00:03:10.808']"
lQZORlVoiHY,"['0:00:53.620', '00:01:33.620']"
rj3vjnRVg5k,"['0:03:05.034', '00:03:15.823']"
oYogcC4o6To,"['0:03:40.250', '00:04:00.680']"
w3S-gG1yTNg,"['0:01:19.440', '00:01:47.439']"
lQ_4aEYBvsc,"['0:01:35.600', '00:01:53.969']"
ymyTmTDZdBw,"['0:01:53.847', '00:02:07.847']"
uZofAeKR_yE,"['0:00:01.320', '00:00:11.320']"
n-OhhuW2Fho,"['0:01:25.518', '00:02:13.518']"
w4A2nAgTUas,"['0:06:59.886', '00:07:09.886']"
rj6u2SIdEeg,"['0:00:07.400', '00:00:55.369']"
xVzql253wQM,"['0:06:58.384', '00:07:10.384']"
o_6MCtV7coY,"['0:01:50.735', '00:02:12.735']"
lQpx7jg7oPE,"['0:00:04.437', '00:00:41.196']"
n-ZeZfVTMMc,"['0:10:06.000', '00:10:22.000']"
ob7YIy40SwQ,"['0:06:38.600', '00:06:49.280']"
lRFPwCTcOls,"['0:03:17.833', '00:03:30.622']"
t3acWek_Tlo,"['0:03:10.089', '00:03:40.088']"
xWpKTEJVn5w,"['0:04:16.840', '00:05:00.839']"
t3dYKhFHVjM,"['0:02:24.811', '00:02:52.420']"
q1EXLXo6NTs,"['0:03:53.766', '00:04:41.765']"
rjU2DT4dHyY,"['0:04:04.444', '00:04:41.413']"
n0q7M6Gcd5o,"['0:01:03.163', '00:01:15.162']"
w4Ni79o9m5Y,"['0:05:23.389', '00:05:35.389']"
u_vSMtmz9TA,"['0:01:41.668', '00:02:03.668']"
q1rYhO--TDA,"['0:00:30.747', '00:01:18.746']"
yn42A-EhDow,"['0:00:11.000', '00:00:58.960']"
lS2GHiEpb9c,"['0:03:41.478', '00:04:29.437']"
rk0CYZ0Q_Sg,"['0:06:18.320', '00:06:31.839']"
w7XyABLnY10,"['0:12:40.259', '00:12:52.259']"
obQValk8WUg,"['0:00:25.833', '00:01:13.802']"
lSDjpsAsln8,"['0:02:44.366', '00:03:00.395']"
xXNFLoBwSNo,"['0:02:02.466', '00:02:50.435']"
uac0LtfUBZo,"['0:08:09.355', '00:08:23.355']"
t44SbOyjEUM,"['0:02:55.208', '00:03:27.207']"
rkGLKEnRIpM,"['0:02:03.920', '00:02:15.280']"
obv3ZJrN8HI,"['0:01:27.654', '00:01:38.653']"
lSriFSdkicQ,"['0:01:02.662', '00:01:16.662']"
ub6ABF8OBDM,"['0:06:02.762', '00:06:12.762']"
xXYO-pDUG-4,"['0:01:05.398', '00:01:25.397']"
ynNIDOkjW3Y,"['0:01:00.160', '00:01:16.159']"
lTNSD2b-5TA,"['0:07:19.795', '00:08:09.525']"
q2nZ5Lwe_mY,"['0:01:33.766', '00:01:53.765']"
n2KmS5OkcTk,"['0:03:53.733', '00:04:32.213']"
lTbj6422TPI,"['0:00:01.468', '00:00:13.567']"
t4Gbg0DCAqU,"['0:00:18.218', '00:00:32.218']"
yqG97EEAwBI,"['0:03:53.524', '00:04:10.134']"
w7hlbnhpN7Q,"['0:00:37.003', '00:00:55.003']"
rkRtj0d7Igk,"['0:09:23.129', '00:09:39.579']"
xZcQa2tymWA,"['0:01:53.560', '00:02:41.520']"
oc4QptIieE0,"['0:07:06.092', '00:07:24.091']"
n2fo1ALz5Og,"['0:01:39.600', '00:01:51.599']"
ubhf96HSA9c,"['0:03:55.368', '00:04:17.538']"
n2fxwfyPZUM,"['0:00:24.791', '00:00:46.030']"
q2xACk8Kz_0,"['0:00:35.466', '00:00:53.466']"
rkv1fpWLy0Q,"['0:00:07.607', '00:00:27.606']"
x_6KFUwD-8c,"['0:15:22.546', '00:15:42.026']"
t5QNr1DfFNA,"['0:00:10.276', '00:00:26.275']"
ubp_XwNjiiY,"['0:02:04.157', '00:02:18.436']"
q3vo-4zieUM,"['0:00:06.800', '00:00:20.800']"
ocBBb71rsbA,"['0:03:10.732', '00:03:25.641']"
rkvzqZpVGtE,"['0:02:10.730', '00:02:23.109']"
yqrYD69RiA8,"['0:01:10.070', '00:01:55.310']"
udTyJhGxgRA,"['0:00:36.069', '00:01:08.069']"
t62EkZCYsDE,"['0:05:24.290', '00:05:38.010']"
ysPLsjbO2hQ,"['0:13:24.637', '00:14:14.256']"
x_B20W75vzk,"['0:04:26.840', '00:04:36.839']"
lTzzA7G72Hc,"['0:01:57.733', '00:02:45.703']"
q4JwhjHaNgY,"['0:00:04.471', '00:00:40.471']"
rkwaj1IsXaw,"['0:02:12.208', '00:02:23.627']"
w87mqb79nMY,"['0:00:26.700', '00:01:02.700']"
oceDNhDpSuI,"['0:01:12.155', '00:01:33.704']"
t7Vi6dDgLAk,"['0:09:58.680', '00:10:46.639']"
lUR8s7Sizb0,"['0:01:47.257', '00:02:36.877']"
n3OiEAekPZE,"['0:00:27.594', '00:01:17.183']"
w8AAdZ1TDUw,"['0:16:53.178', '00:17:42.798']"
xaL4Cqu8DAs,"['0:06:00.159', '00:06:44.879']"
rkzJ18FHgac,"['0:03:27.560', '00:03:39.560']"
t7lQwnITWIM,"['0:06:38.681', '00:06:49.510']"
lV4MiagB_wE,"['0:10:01.166', '00:10:45.736']"
xbgwsgNJdzk,"['0:05:26.100', '00:05:36.100']"
w8rOBtFyJZ8,"['0:03:49.958', '00:04:06.127']"
rlyASRYEKSs,"['0:14:41.680', '00:14:52.719']"
ueIr3-JdpM0,"['0:01:22.816', '00:01:52.816']"
ytaVIte6IHw,"['0:00:05.972', '00:00:55.591']"
xcPuMVHCpc8,"['0:02:14.960', '00:02:28.960']"
odA2W54O2wM,"['0:01:03.930', '00:01:35.930']"
q4yQAe78ic0,"['0:01:33.960', '00:02:09.960']"
n43wNoWK61c,"['0:09:06.266', '00:09:30.435']"
lXD0lei4IjU,"['0:03:47.800', '00:03:59.800']"
ufMYsBLjHJ8,"['0:01:37.497', '00:01:51.496']"
yu6P2oKAh50,"['0:10:02.560', '00:10:24.559']"
lXUNAF9_ss0,"['0:02:27.680', '00:02:37.680']"
t8vyJRr9G9U,"['0:00:50.508', '00:01:14.508']"
ufwfMo4BRak,"['0:07:57.643', '00:08:13.513']"
q5GrOeomgHo,"['0:01:59.119', '00:02:11.498']"
odIa2P7boKo,"['0:02:49.200', '00:03:05.169']"
xcsKbOaIzwI,"['0:02:00.041', '00:02:14.040']"
t9DlvaY9aug,"['0:00:48.840', '00:00:58.840']"
n4Zx8QiXTo4,"['0:06:15.040', '00:06:51.040']"
xdVa3hNGkx8,"['0:01:20.814', '00:01:33.153']"
t9GXQMmAb7o,"['0:11:50.320', '00:12:06.040']"
q6kjM3mzoVE,"['0:02:53.240', '00:03:05.240']"
rlzGl3KrXLI,"['0:04:41.566', '00:05:29.536']"
q7aedNg_fFU,"['0:05:22.700', '00:05:34.670']"
uhbjQYy9hDo,"['0:03:43.000', '00:04:30.959']"
xdYILlD6R3s,"['0:00:30.500', '00:00:50.899']"
n540dIIsG7U,"['0:15:46.378', '00:15:57.168']"
w9WZwoU1dRw,"['0:07:08.327', '00:07:56.326']"
lXks4oMM4tE,"['0:02:10.997', '00:02:28.997']"
n5MxlvFHbMs,"['0:00:22.300', '00:00:33.469']"
rm12n-20Mp0,"['0:01:02.729', '00:01:15.868']"
odjxp3oeZec,"['0:03:16.160', '00:03:38.359']"
roVrBQsZLu0,"['0:01:34.961', '00:01:46.340']"
lZoYZvP2T_0,"['0:08:00.960', '00:08:27.159']"
n6GA9Px6qkc,"['0:08:33.679', '00:09:07.368']"
q8uJ2int43Y,"['0:11:37.096', '00:12:05.096']"
xdjqzROrnN0,"['0:12:37.239', '00:12:52.168']"
ui6zRY5ZkN8,"['0:00:06.000', '00:00:53.960']"
rpdjqtcpzpU,"['0:09:44.200', '00:10:10.240']"
l_HDldUur14,"['0:04:43.466', '00:04:59.436']"
yuR-dUa1t_g,"['0:01:53.413', '00:02:41.413']"
qAhEwadDt5Y,"['0:03:28.040', '00:03:38.039']"
ui9rFKDlzcA,"['0:08:33.179', '00:08:45.519']"
n6OSZPYo2ow,"['0:06:20.413', '00:06:34.413']"
l_Qx96gywTA,"['0:04:34.307', '00:04:53.307']"
ogrJaOIuBx4,"['0:03:30.443', '00:03:48.443']"
rpyMJB4juwo,"['0:04:17.190', '00:04:30.949']"
lanbndDl1lg,"['0:00:34.033', '00:01:22.003']"
ohVUGLtcuN4,"['0:05:06.306', '00:05:20.305']"
xe0lNvbhDzQ,"['0:02:11.466', '00:02:29.466']"
latZxNa076E,"['0:04:51.520', '00:05:02.799']"
uiAQleYqSt4,"['0:00:33.867', '00:00:43.866']"
n6x5SylNeKQ,"['0:01:05.640', '00:01:19.719']"
t9JvSo4j-cM,"['0:07:54.440', '00:08:30.439']"
qB6rul-_mBA,"['0:03:00.313', '00:03:12.312']"
wC3bIX8PCnY,"['0:00:31.898', '00:00:57.897']"
n7xnhMUmlvo,"['0:08:10.556', '00:08:33.725']"
xf-Jn8kILkc,"['0:10:21.720', '00:11:08.320']"
ujBtc9Q6VH8,"['0:15:29.328', '00:16:16.807']"
yvD09PWD9Ak,"['0:00:02.400', '00:00:21.669']"
ujZNMS5IF1Q,"['0:01:55.682', '00:02:06.582']"
qCabXwBgZkU,"['0:00:05.880', '00:00:23.449']"
uk6N9-fTJ_Y,"['0:00:06.000', '00:00:53.969']"
t9OadAVxyjE,"['0:00:01.209', '00:00:11.599']"
rqCLFy77FEo,"['0:00:06.000', '00:00:53.969']"
yvIe3LUwiiI,"['0:00:01.601', '00:00:13.600']"
n86Xs-XAHW4,"['0:00:41.280', '00:00:53.480']"
ohqs8opv7-w,"['0:00:48.600', '00:01:00.570']"
rr324YpqWxc,"['0:08:19.098', '00:08:31.198']"
uk9stchDEkY,"['0:01:37.897', '00:01:49.896']"
lbKL20QZ3Ys,"['0:06:40.967', '00:07:30.586']"
tBEDmSO_ET4,"['0:00:06.233', '00:00:16.233']"
oi7C2q3SIdw,"['1:33:32.173', '01:33:43.622']"
yxYbhFs9T7Y,"['0:14:53.058', '00:15:05.057']"
wCiJG0F7aQk,"['0:00:49.249', '00:01:37.248']"
tCm9u-WAeoI,"['0:10:21.587', '00:10:31.586']"
qCzhdFOicO8,"['0:06:45.820', '00:07:17.819']"
yyevMuO2ASI,"['0:09:15.366', '00:10:02.836']"
lbZTKHMEKp0,"['0:08:42.840', '00:08:53.280']"
yzLCWrPhBLY,"['0:11:47.833', '00:12:04.163']"
tD0dKurholo,"['0:05:27.200', '00:05:39.170']"
rrPy1L1Rla0,"['0:02:41.094', '00:03:00.063']"
xg6gNZoTrg0,"['0:06:01.080', '00:06:46.519']"
ull-HXRZ_M8,"['0:02:09.440', '00:02:29.280']"
wDAwew-uudE,"['0:01:25.840', '00:02:13.800']"
rrUczAVATr8,"['0:07:42.895', '00:07:56.414']"
qDAphEzYAzM,"['0:03:51.598', '00:04:14.118']"
rrXSZR2ZKic,"['0:03:45.566', '00:03:56.735']"
lc8zRctomDI,"['0:11:14.240', '00:11:28.240']"
oiYH1UiYH3c,"['0:04:50.390', '00:05:40.009']"
qDXbC72sT7k,"['0:01:22.900', '00:01:34.870']"
ulq6CUiQaKY,"['0:08:06.586', '00:08:18.246']"
tDAaJtLNtdM,"['0:01:23.166', '00:01:33.165']"
z1GvIBErdmw,"['0:01:51.236', '00:02:03.235']"
xiURBxufVmc,"['0:08:17.133', '00:08:27.132']"
n8ui-0vHzII,"['0:00:17.880', '00:00:32.879']"
lc9flHiUpec,"['0:07:31.120', '00:08:16.960']"
rtq6WfDxXOU,"['0:02:24.200', '00:02:34.359']"
un6SFAxQK0Y,"['0:00:53.153', '00:01:04.362']"
wDPjRSGFLMQ,"['0:21:58.120', '00:22:10.119']"
z1ROpIKZe-c,"['0:04:52.633', '00:05:05.233']"
tDDfHEzsmcE,"['0:03:07.086', '00:03:22.186']"
oj2XadWr1jQ,"['0:00:05.972', '00:00:53.972']"
xiUyamewYzs,"['0:00:26.080', '00:00:36.079']"
un8pdUquuDw,"['0:01:06.032', '00:01:17.102']"
z1auge3rihc,"['0:14:47.080', '00:15:05.080']"
nCeBOWNHBNE,"['0:05:16.000', '00:06:03.959']"
lcMbYdfCV2g,"['0:01:30.632', '00:01:44.632']"
tDXhju0vcUg,"['0:02:14.567', '00:02:35.287']"
ojxUlvnEo7I,"['0:05:08.141', '00:05:20.141']"
ru9ndFEYW2M,"['0:00:04.471', '00:00:40.471']"
tDekKq3nV3k,"['0:00:50.016', '00:01:01.676']"
wDWuhz75Iw4,"['0:00:06.000', '00:00:53.969']"
ruNzG4LWk9E,"['0:06:28.513', '00:06:38.512']"
nE-7EkexalU,"['0:11:20.813', '00:11:32.812']"
lcfXRzFay9s,"['0:02:18.404', '00:02:44.403']"
xkhzAFCI7r4,"['0:07:08.361', '00:07:50.290']"
z1gVxYfiSr0,"['0:05:07.940', '00:05:32.740']"
qEJvw0nAE4U,"['0:00:28.695', '00:01:16.694']"
tDihJalebeo,"['0:01:46.666', '00:02:00.376']"
rvgWQErap1c,"['0:00:07.841', '00:00:25.841']"
z2L-HguIJhM,"['0:00:01.501', '00:00:13.500']"
nEEawO7EnxI,"['0:01:10.066', '00:01:28.496']"
rwXcO5yBUFQ,"['0:06:54.533', '00:07:13.802']"
z2vBrNE3jM8,"['0:00:01.500', '00:00:13.500']"
xki9gLK1xyg,"['0:06:20.546', '00:06:39.305']"
unKi-Qag5CQ,"['0:05:01.700', '00:05:49.669']"
ldScROsFIgY,"['0:06:29.760', '00:06:39.759']"
nFq_OsJTH7g,"['0:06:19.212', '00:06:30.241']"
wDZZVVB4WXY,"['0:01:40.366', '00:02:29.985']"
qFwznHnkREY,"['0:04:04.677', '00:04:26.677']"
z3lOnn4Kwrg,"['0:01:33.233', '00:01:43.233']"
wE6PjXpWC04,"['0:00:32.433', '00:01:07.133']"
rwlbfDYE1ac,"['0:00:46.713', '00:01:06.712']"
z3qDOricAQ8,"['0:02:05.592', '00:02:54.932']"
oktowxcFUNY,"['0:00:05.972', '00:00:53.972']"
qFyKqLVOhqE,"['0:04:18.920', '00:04:30.920']"
xkwKIHFToEY,"['0:04:31.080', '00:04:59.079']"
nFsYtuIPqQw,"['0:00:05.989', '00:00:53.988']"
ryjceGebp-Y,"['0:05:34.267', '00:05:46.606']"
tE1uS-MtAKE,"['0:01:28.520', '00:01:54.519']"
qH7m82A9Cu4,"['0:08:44.333', '00:08:55.622']"
nGKyapPYKg8,"['0:10:17.683', '00:10:29.403']"
uoMjhZo1iIQ,"['0:00:06.000', '00:00:53.969']"
ol8GfU0zrmE,"['0:00:17.892', '00:00:43.932']"
nH6Aix5dAdw,"['0:00:29.566', '00:00:40.536']"
tERH1avW_2w,"['0:00:46.646', '00:00:58.646']"
qH_XwT_zJPg,"['0:03:54.866', '00:04:14.835']"
ldcUwe_WsDI,"['0:00:18.360', '00:01:06.319']"
xm_Qm0AD1fY,"['0:00:47.380', '00:01:07.379']"
wEIjy_iypM0,"['0:09:05.344', '00:09:53.344']"
nHNeGnjme5A,"['0:00:17.350', '00:00:31.350']"
lgw06gFHdIE,"['0:00:08.840', '00:00:22.879']"
rz0GX4RbhMw,"['0:07:04.757', '00:07:32.757']"
xo4jwGNSjGI,"['0:06:21.381', '00:06:33.950']"
tGqSlZSq2iE,"['0:07:56.160', '00:08:08.159']"
ooOH0NkfnNM,"['0:08:16.996', '00:08:32.995']"
nHOcqqLRSRc,"['0:02:59.746', '00:03:24.406']"
uobUwjCLfok,"['0:11:02.620', '00:11:13.360']"
wFEq99F9oOw,"['0:04:25.965', '00:04:37.964']"
rzCRJO6WlZI,"['0:00:09.142', '00:00:27.141']"
xp7syg5ILHk,"['0:02:40.840', '00:03:12.280']"
qIUyEfe0gX4,"['0:00:05.964', '00:00:55.963']"
lh4l4Qf41fE,"['0:00:50.920', '00:01:02.920']"
z41TFZTD7wI,"['0:00:26.192', '00:01:12.192']"
wFXPLcWnWgM,"['0:02:14.167', '00:02:40.377']"
nIrQWCTTnNo,"['0:01:15.000', '00:01:26.239']"
xpNDvfWLtTk,"['0:03:08.000', '00:03:31.969']"
rzLryVRWlJg,"['0:00:08.041', '00:00:27.870']"
qJX0zOrSUuM,"['0:01:03.016', '00:01:51.015']"
qLDLeGyYq64,"['0:06:54.180', '00:07:30.110']"
oosmfA2KIdc,"['0:16:41.767', '00:16:57.767']"
wFYsufJ9XMM,"['0:00:53.136', '00:01:41.656']"
tHd1DZ56fPY,"['0:06:42.769', '00:07:26.769']"
xpw6vxUzTTM,"['0:01:39.750', '00:02:27.710']"
lhFgG-JrOv4,"['0:05:49.449', '00:06:39.069']"
